,KiddeBlackfoot,LudwigHorowitz,JimenezEinstein,HelmholtzBonaventure,SanfordStromberg,RutherfordBrice,LibrevilleEnglishman,ValeriePulitzer,EurasiaChurchill,PerleHerschel,PuritanArmageddon,MoenHadley,NipponPl,OstranderMonterey,MindanaoDebby,FilipinoTitus,HoustonHoffman,ShreveportBahrein,ClarenceCepheus,HillcrestDuncan,HymanBlum,MalagasyCarrie,PeaseRinehart,ConleySaratoga,DoricPygmalion,DelGullah,IanPoynting,HollisterPearce,HanukkahBaylor,LaredoBryant,BradyAbelian,CoolidgeBirmingham,SommerfeldRothschild,MarianneCarbondale,MarilynRowe,BoltonPaulson,ElbaHerman,KaskaskiaGainesville,CardiffBeardsley,OvidGreece,McMullenMarriott,AdelePickford,StyxBahrein,CarruthersPict,WoodardTenneco,WeierstrassBernice,MoroccoHalsey,HelmutDerek,MacassarNorton,ZanzibarCreole,MoroccoFaustian,AriesAustralia,LodowickLaurie,HuntsvilleSolon,KilimanjaroIsis,GranvilleSaul,FahrenheitDusenbury,LindseySiegmund,IranianParaguay,HathawayFrench,RicoAlsop,CorinthianOhio,KnutsonGuthrie,ConnorsMcCarty,MarriettaCain,BengalOakland,EssexBoeotia,GreenblattClinton,SriPritchard,PearceSchafer,UlanConnecticut,PatrickDante
9798791,15,18.0,16.0,9.0,15,16.0,10.0,24.0,7,14.0,18.0,10.0,29,21.0,32.0,23.0,28,29.0,14.0,20.0,15,7.0,16.0,17.0,28,17.0,21.0,19.0,14,22.0,0.0,17.0,12,18.0,10.0,10.0,39,22.0,23.0,10.0,18,22.0,9.0,9.0,9,13.0,14.0,10.0,27,25.0,37.0,10.0,16,22.0,15.0,18.0,12,8.0,11.0,5.0,33,10.0,5.0,42.0,25,21.0,21.0,10.0,9,8.0,9.0,10.0
9800031,37,17.0,36.0,25.0,2,27.0,0.0,20.0,2,19.0,2.0,13.0,34,34.0,48.0,40.0,30,23.0,30.0,32.0,24,15.0,9.0,29.0,17,39.0,39.0,25.0,2,17.0,24.0,23.0,2,19.0,15.0,13.0,33,30.0,37.0,24.0,30,33.0,30.0,17.0,15,9.0,19.0,17.0,2,10.0,51.0,44.0,2,21.0,26.0,27.0,2,0.0,15.0,10.0,40,30.0,37.0,41.0,18,32.0,31.0,19.0,16,25.0,23.0,17.0
9800178,27,22.0,29.0,34.0,5,4.0,21.0,25.0,4,4.0,20.0,20.0,31,29.0,31.0,39.0,27,21.0,16.0,29.0,21,19.0,20.0,23.0,25,24.0,19.0,31.0,21,4.0,23.0,29.0,4,4.0,5.0,6.0,28,33.0,33.0,34.0,24,28.0,26.0,24.0,16,20.0,14.0,23.0,25,29.0,29.0,30.0,22,4.0,23.0,26.0,4,4.0,5.0,4.0,31,33.0,30.0,39.0,23,28.0,26.0,24.0,20,22.0,7.0,24.0
9806510,18,27.0,24.0,43.0,15,15.0,22.0,21.0,12,18.0,14.0,14.0,39,47.0,33.0,42.0,9,8.0,8.0,10.0,15,7.0,16.0,10.0,36,30.0,5.0,9.0,14,9.0,9.0,15.0,12,18.0,5.0,10.0,50,19.0,43.0,10.0,14,17.0,9.0,9.0,8,20.0,13.0,10.0,22,31.0,32.0,35.0,16,8.0,22.0,26.0,12,14.0,11.0,5.0,41,10.0,34.0,34.0,16,9.0,8.0,10.0,8,7.0,9.0,10.0
9808022,7,6.0,3.0,6.0,3,3.0,3.0,6.0,0,3.0,3.0,6.0,6,6.0,7.0,7.0,6,5.0,6.0,7.0,6,5.0,6.0,7.0,7,3.0,3.0,7.0,3,3.0,3.0,6.0,3,5.0,3.0,7.0,6,6.0,7.0,7.0,6,5.0,6.0,6.0,6,6.0,6.0,7.0,3,3.0,3.0,6.0,3,3.0,3.0,6.0,3,3.0,3.0,6.0,6,7.0,7.0,7.0,6,6.0,6.0,7.0,6,5.0,6.0,7.0
9808146,27,22.0,26.0,29.0,5,4.0,21.0,22.0,4,4.0,20.0,20.0,31,29.0,31.0,35.0,27,28.0,25.0,29.0,21,19.0,20.0,23.0,25,24.0,33.0,32.0,21,4.0,23.0,29.0,4,4.0,5.0,6.0,28,33.0,33.0,36.0,24,28.0,26.0,24.0,19,22.0,18.0,23.0,25,29.0,29.0,33.0,22,4.0,23.0,26.0,4,4.0,5.0,18.0,31,33.0,33.0,36.0,23,26.0,26.0,25.0,20,22.0,20.0,24.0
9809626,1,1.0,1.0,39.0,1,1.0,1.0,1.0,1,1.0,1.0,1.0,1,1.0,40.0,45.0,1,32.0,31.0,37.0,1,23.0,23.0,5.0,1,1.0,1.0,1.0,1,1.0,1.0,1.0,1,1.0,1.0,1.0,1,1.0,40.0,43.0,1,34.0,33.0,29.0,1,1.0,20.0,5.0,1,1.0,1.0,38.0,1,1.0,1.0,1.0,1,1.0,1.0,1.0,1,1.0,42.0,46.0,1,1.0,32.0,5.0,1,26.0,24.0,1.0
9811608,15,18.0,16.0,9.0,15,16.0,29.0,21.0,7,14.0,18.0,5.0,29,21.0,32.0,11.0,10,9.0,20.0,20.0,15,12.0,9.0,10.0,28,17.0,29.0,9.0,14,22.0,19.0,17.0,7,18.0,10.0,10.0,39,22.0,10.0,10.0,9,22.0,9.0,9.0,9,9.0,9.0,18.0,27,15.0,27.0,35.0,23,22.0,15.0,5.0,12,8.0,6.0,5.0,33,20.0,10.0,11.0,25,10.0,9.0,10.0,9,8.0,9.0,10.0
9813188,1,1.0,1.0,39.0,1,1.0,1.0,1.0,1,1.0,1.0,1.0,1,1.0,40.0,45.0,1,32.0,31.0,37.0,1,23.0,23.0,5.0,1,1.0,1.0,1.0,1,1.0,1.0,1.0,1,1.0,1.0,1.0,1,1.0,40.0,43.0,1,34.0,33.0,29.0,1,1.0,20.0,5.0,1,1.0,1.0,38.0,1,1.0,1.0,1.0,1,1.0,1.0,1.0,1,1.0,42.0,46.0,1,1.0,32.0,5.0,1,26.0,24.0,1.0
9820270,7,6.0,7.0,,7,6.0,7.0,,0,6.0,6.0,,6,6.0,7.0,,6,5.0,6.0,,6,5.0,6.0,,7,6.0,7.0,,7,6.0,6.0,,3,5.0,7.0,,6,6.0,7.0,,6,5.0,6.0,,6,6.0,6.0,,6,6.0,7.0,,5,6.0,7.0,,3,5.0,7.0,,6,7.0,7.0,,6,6.0,6.0,,6,5.0,6.0,
9822593,22,24.0,10.0,9.0,10,9.0,10.0,24.0,7,9.0,10.0,10.0,10,9.0,32.0,23.0,10,9.0,9.0,20.0,10,8.0,9.0,10.0,18,29.0,10.0,19.0,9,10.0,10.0,10.0,7,8.0,10.0,10.0,10,9.0,23.0,10.0,9,8.0,9.0,9.0,9,9.0,9.0,10.0,21,25.0,10.0,10.0,9,9.0,10.0,9.0,7,9.0,11.0,5.0,10,10.0,5.0,11.0,9,10.0,9.0,10.0,9,8.0,9.0,10.0
9835169,0,0.0,4.0,10.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0,0,0.0,4.0,12.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0,0,0.0,4.0,12.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0,0,0.0,12.0,11.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0,0,0.0,4.0,10.0,0,0.0,4.0,4.0,0,0.0,12.0,4.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0
9838294,0,13.0,4.0,,0,0.0,4.0,,0,3.0,4.0,,0,0.0,4.0,,0,0.0,4.0,,0,0.0,4.0,,0,3.0,4.0,,0,3.0,4.0,,0,3.0,4.0,,0,0.0,13.0,,0,0.0,4.0,,0,0.0,4.0,,0,3.0,4.0,,0,0.0,4.0,,0,0.0,4.0,,0,0.0,4.0,,0,0.0,4.0,,0,0.0,4.0,
9841469,0,0.0,4.0,10.0,0,0.0,11.0,4.0,0,0.0,4.0,4.0,0,0.0,12.0,12.0,0,0.0,4.0,8.0,0,0.0,4.0,4.0,0,0.0,4.0,12.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0,0,11.0,12.0,11.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0,0,37.0,11.0,11.0,0,0.0,4.0,10.0,0,0.0,4.0,15.0,11,0.0,12.0,12.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0
9842000,27,31.0,29.0,34.0,5,4.0,21.0,25.0,4,0.0,20.0,20.0,31,29.0,31.0,39.0,27,21.0,16.0,29.0,21,19.0,20.0,23.0,25,0.0,19.0,4.0,21,4.0,23.0,4.0,4,4.0,5.0,6.0,28,33.0,33.0,34.0,24,0.0,26.0,24.0,0,20.0,4.0,23.0,25,29.0,29.0,30.0,22,4.0,23.0,26.0,4,4.0,5.0,4.0,31,33.0,30.0,39.0,23,28.0,26.0,24.0,20,22.0,4.0,24.0
9842383,3,13.0,3.0,35.0,3,0.0,3.0,3.0,3,3.0,3.0,3.0,16,10.0,41.0,17.0,17,10.0,17.0,24.0,3,16.0,14.0,15.0,3,3.0,3.0,25.0,3,3.0,3.0,3.0,3,3.0,3.0,3.0,7,10.0,18.0,17.0,15,14.0,18.0,16.0,3,15.0,3.0,16.0,3,3.0,3.0,39.0,3,0.0,3.0,3.0,3,0.0,3.0,3.0,7,11.0,43.0,17.0,20,14.0,14.0,15.0,15,16.0,14.0,15.0
9845997,18,27.0,16.0,43.0,15,15.0,22.0,21.0,12,18.0,14.0,22.0,29,47.0,33.0,42.0,28,8.0,28.0,9.0,15,7.0,16.0,10.0,36,14.0,5.0,9.0,14,9.0,9.0,15.0,12,18.0,5.0,10.0,50,34.0,47.0,10.0,14,30.0,9.0,9.0,8,20.0,13.0,10.0,22,31.0,32.0,35.0,16,8.0,22.0,26.0,12,14.0,11.0,5.0,44,47.0,34.0,34.0,16,27.0,8.0,10.0,8,23.0,9.0,10.0
9847388,1,1.0,1.0,1.0,1,1.0,1.0,1.0,1,1.0,1.0,1.0,1,4.0,1.0,45.0,4,1.0,1.0,37.0,1,1.0,1.0,5.0,1,4.0,1.0,1.0,1,1.0,1.0,1.0,1,4.0,1.0,1.0,1,26.0,1.0,43.0,4,34.0,1.0,29.0,4,1.0,1.0,5.0,1,4.0,1.0,38.0,1,4.0,1.0,1.0,1,1.0,1.0,1.0,26,5.0,1.0,1.0,4,4.0,1.0,5.0,4,26.0,1.0,1.0
9848760,46,39.0,23.0,24.0,20,21.0,34.0,19.0,13,17.0,17.0,18.0,53,49.0,38.0,54.0,36,35.0,35.0,27.0,19,17.0,18.0,8.0,44,48.0,49.0,48.0,18,21.0,27.0,25.0,13,16.0,19.0,18.0,47,44.0,48.0,56.0,22,6.0,25.0,32.0,7,19.0,24.0,22.0,-1,42.0,47.0,50.0,27,26.0,19.0,23.0,15,21.0,18.0,17.0,47,48.0,48.0,54.0,7,35.0,36.0,33.0,25,20.0,28.0,28.0
9853425,6,21.0,14.0,37.0,6,7.0,19.0,12.0,5,7.0,7.0,7.0,25,24.0,17.0,26.0,15,16.0,14.0,23.0,15,12.0,16.0,19.0,6,21.0,14.0,5.0,6,7.0,7.0,9.0,5,6.0,14.0,16.0,15,26.0,26.0,41.0,6,22.0,14.0,21.0,10,13.0,14.0,18.0,7,22.0,37.0,15.0,6,18.0,14.0,13.0,5,6.0,8.0,9.0,16,24.0,26.0,27.0,25,15.0,24.0,21.0,13,13.0,16.0,18.0
9856062,9,29.0,10.0,9.0,10,9.0,10.0,8.0,7,9.0,10.0,10.0,10,9.0,11.0,11.0,10,9.0,9.0,10.0,10,8.0,9.0,10.0,9,9.0,10.0,10.0,9,10.0,10.0,10.0,7,8.0,10.0,10.0,10,9.0,10.0,10.0,9,8.0,9.0,9.0,9,9.0,9.0,10.0,9,9.0,10.0,10.0,9,9.0,10.0,9.0,7,9.0,11.0,5.0,10,10.0,10.0,11.0,9,10.0,9.0,10.0,9,8.0,9.0,10.0
9870483,46,46.0,23.0,8.0,20,21.0,32.0,19.0,10,17.0,16.0,18.0,13,49.0,14.0,0.0,36,14.0,12.0,0.0,19,11.0,18.0,28.0,44,51.0,7.0,48.0,18,21.0,13.0,14.0,10,16.0,24.0,18.0,48,14.0,15.0,0.0,13,12.0,25.0,0.0,12,19.0,11.0,0.0,23,42.0,45.0,7.0,27,26.0,13.0,8.0,10,21.0,18.0,17.0,14,50.0,48.0,0.0,24,13.0,12.0,33.0,11,11.0,11.0,0.0
9889095,1,1.0,1.0,39.0,1,1.0,1.0,1.0,1,1.0,1.0,1.0,1,1.0,40.0,45.0,1,32.0,31.0,37.0,1,23.0,23.0,5.0,1,1.0,1.0,1.0,1,1.0,1.0,1.0,1,1.0,1.0,1.0,1,1.0,40.0,43.0,1,34.0,33.0,29.0,1,1.0,20.0,5.0,1,1.0,1.0,38.0,1,1.0,1.0,1.0,1,1.0,1.0,1.0,1,1.0,42.0,46.0,1,1.0,32.0,5.0,1,26.0,24.0,1.0
9897223,1,1.0,1.0,39.0,1,1.0,1.0,1.0,1,1.0,1.0,1.0,1,1.0,40.0,45.0,1,32.0,31.0,37.0,1,23.0,23.0,5.0,1,1.0,1.0,1.0,1,1.0,1.0,1.0,1,1.0,1.0,1.0,1,1.0,40.0,43.0,1,34.0,33.0,29.0,1,1.0,20.0,5.0,1,1.0,1.0,38.0,1,1.0,1.0,1.0,1,1.0,1.0,1.0,1,1.0,42.0,46.0,1,1.0,32.0,5.0,1,26.0,24.0,1.0
9927082,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0
9940382,2,2.0,49.0,2.0,11,2.0,2.0,16.0,2,2.0,2.0,10.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,10,8.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,0.0,15.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,9,2.0,2.0,2.0,2,2.0,40.0,42.0,2,2.0,2.0,2.0,2,2.0,0.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0
9961098,12,12.0,47.0,21.0,16,13.0,14.0,11.0,9,11.0,13.0,12.0,14,14.0,50.0,55.0,14,15.0,13.0,13.0,14,10.0,12.0,13.0,13,12.0,13.0,15.0,12,13.0,13.0,14.0,10,11.0,13.0,12.0,14,15.0,16.0,26.0,13,13.0,13.0,12.0,11,11.0,10.0,12.0,19,13.0,14.0,14.0,20,13.0,13.0,21.0,9,12.0,16.0,11.0,15,15.0,15.0,55.0,14,12.0,13.0,13.0,12,12.0,10.0,13.0
9965610,46,39.0,23.0,24.0,20,21.0,34.0,19.0,10,17.0,17.0,18.0,14,23.0,50.0,55.0,36,15.0,13.0,13.0,19,10.0,18.0,13.0,44,48.0,49.0,48.0,18,21.0,13.0,25.0,10,16.0,19.0,18.0,47,44.0,16.0,26.0,13,13.0,13.0,12.0,13,19.0,24.0,22.0,20,42.0,47.0,50.0,27,26.0,19.0,23.0,10,21.0,18.0,17.0,45,15.0,15.0,55.0,14,35.0,36.0,13.0,25,20.0,28.0,28.0
9971209,3,17.0,29.0,32.0,2,3.0,18.0,26.0,2,3.0,3.0,11.0,38,40.0,43.0,48.0,18,33.0,26.0,18.0,2,2.0,24.0,16.0,3,3.0,34.0,34.0,2,2.0,3.0,20.0,2,3.0,3.0,13.0,42,39.0,42.0,44.0,28,35.0,27.0,30.0,2,25.0,21.0,26.0,3,11.0,33.0,31.0,2,3.0,3.0,27.0,2,3.0,3.0,3.0,39,42.0,44.0,49.0,29,33.0,27.0,17.0,2,17.0,19.0,16.0
9983191,39,36.0,41.0,45.0,25,29.0,30.0,31.0,19,21.0,23.0,23.0,41,44.0,47.0,50.0,34,34.0,33.0,39.0,25,24.0,25.0,26.0,37,43.0,43.0,40.0,26,29.0,26.0,33.0,18,21.0,22.0,21.0,44,42.0,45.0,47.0,29,36.0,35.0,31.0,21,26.0,23.0,27.0,38,39.0,41.0,43.0,26,1.0,29.0,31.0,19,20.0,22.0,21.0,43,45.0,46.0,51.0,32,34.0,35.0,32.0,23,27.0,26.0,27.0
9983417,17,38.0,0.0,42.0,21,2.0,26.0,30.0,2,16.0,2.0,22.0,11,11.0,0.0,13.0,11,12.0,0.0,11.0,11,9.0,0.0,11.0,2,42.0,27.0,37.0,23,31.0,6.0,32.0,2,22.0,0.0,8.0,11,12.0,0.0,12.0,10,10.0,0.0,10.0,17,10.0,0.0,11.0,2,19.0,38.0,40.0,18,27.0,2.0,7.0,18,22.0,9.0,20.0,12,12.0,0.0,13.0,11,11.0,0.0,11.0,18,9.0,0.0,2.0
10013517,31,4.0,9.0,8.0,6,7.0,9.0,0.0,5,7.0,9.0,9.0,9,57.0,46.0,49.0,7,8.0,8.0,38.0,9,14.0,11.0,21.0,8,14.0,9.0,9.0,6,9.0,9.0,9.0,5,6.0,14.0,16.0,43,31.0,21.0,20.0,8,7.0,15.0,14.0,14,8.0,15.0,28.0,7,8.0,9.0,9.0,6,8.0,9.0,8.0,5,6.0,8.0,9.0,42,43.0,45.0,50.0,33,36.0,17.0,9.0,8,7.0,12.0,23.0
10017944,21,12.0,47.0,21.0,16,13.0,14.0,11.0,9,11.0,13.0,12.0,14,14.0,50.0,55.0,14,15.0,13.0,13.0,14,10.0,12.0,13.0,23,12.0,13.0,15.0,12,13.0,13.0,13.0,10,11.0,13.0,12.0,14,15.0,16.0,26.0,13,13.0,13.0,12.0,11,11.0,10.0,12.0,19,13.0,14.0,14.0,20,13.0,13.0,21.0,9,12.0,16.0,11.0,15,15.0,15.0,55.0,14,12.0,13.0,13.0,12,12.0,10.0,13.0
10018150,19,14.0,15.0,52.0,13,14.0,9.0,11.0,6,8.0,9.0,16.0,24,17.0,18.0,25.0,21,24.0,15.0,22.0,9,13.0,17.0,28.0,20,20.0,24.0,22.0,16,14.0,15.0,21.0,11,14.0,9.0,9.0,16,17.0,19.0,26.0,8,15.0,15.0,32.0,11,8.0,10.0,12.0,17,14.0,16.0,17.0,14,14.0,9.0,21.0,13,13.0,13.0,12.0,17,17.0,19.0,26.0,15,22.0,13.0,12.0,18,7.0,12.0,13.0
10018161,43,,,,14,,,,14,,,,39,,,,35,,,,13,,,,45,,,,27,,,,9,,,,38,,,,17,,,,24,,,,14,,,,10,,,,6,,,,41,,,,27,,,,10,,,
10018260,10,30.0,2.0,18.0,3,16.0,29.0,24.0,17,14.0,18.0,14.0,29,21.0,32.0,23.0,28,29.0,20.0,20.0,15,12.0,16.0,17.0,18,17.0,21.0,33.0,15,22.0,19.0,17.0,8,18.0,17.0,14.0,20,22.0,23.0,32.0,18,22.0,20.0,19.0,10,13.0,14.0,18.0,15,15.0,39.0,27.0,23,22.0,15.0,18.0,17,16.0,14.0,13.0,33,20.0,23.0,24.0,25,21.0,21.0,21.0,13,13.0,9.0,18.0
10056280,1,1.0,1.0,39.0,1,1.0,1.0,1.0,1,1.0,1.0,1.0,1,1.0,40.0,45.0,1,32.0,31.0,37.0,1,23.0,23.0,5.0,1,1.0,1.0,1.0,1,1.0,1.0,1.0,1,1.0,1.0,1.0,1,1.0,40.0,43.0,1,34.0,33.0,29.0,1,1.0,20.0,5.0,1,1.0,1.0,38.0,1,1.0,1.0,1.0,1,1.0,1.0,1.0,1,1.0,42.0,46.0,1,1.0,32.0,5.0,1,26.0,24.0,1.0
10059655,0,0.0,4.0,4.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0,0,0.0,8.0,8.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0,0,0.0,4.0,11.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0,0,4.0,4.0,12.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0
10079731,21,12.0,13.0,21.0,16,13.0,32.0,0.0,9,11.0,16.0,17.0,14,14.0,15.0,15.0,14,15.0,13.0,13.0,13,10.0,12.0,13.0,23,51.0,28.0,46.0,12,13.0,14.0,0.0,10,15.0,24.0,22.0,14,15.0,16.0,14.0,13,13.0,13.0,12.0,11,11.0,10.0,12.0,19,47.0,49.0,9.0,20,13.0,13.0,8.0,9,11.0,12.0,11.0,15,15.0,15.0,15.0,14,12.0,13.0,13.0,12,12.0,10.0,13.0
10100020,14,7.0,33.0,17.0,14,24.0,13.0,13.0,6,8.0,12.0,0.0,9,57.0,30.0,19.0,16,36.0,29.0,28.0,9,14.0,11.0,8.0,34,8.0,12.0,0.0,27,15.0,15.0,12.0,6,7.0,12.0,0.0,17,36.0,21.0,20.0,8,27.0,40.0,28.0,14,8.0,15.0,10.0,14,44.0,21.0,19.0,10,15.0,15.0,0.0,6,8.0,13.0,14.0,30,18.0,53.0,20.0,33,18.0,9.0,4.0,14,15.0,15.0,10.0
10119916,0,0.0,4.0,4.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0,0,0.0,8.0,8.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0,0,4.0,4.0,8.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0
10160250,6,21.0,21.0,13.0,6,7.0,19.0,12.0,5,7.0,7.0,7.0,7,42.0,46.0,49.0,7,37.0,36.0,38.0,4,1.0,1.0,21.0,6,21.0,14.0,5.0,6,7.0,7.0,9.0,5,6.0,14.0,16.0,43,40.0,44.0,46.0,33,1.0,36.0,23.0,4,4.0,25.0,28.0,7,22.0,15.0,15.0,6,18.0,14.0,13.0,5,6.0,8.0,9.0,42,43.0,45.0,50.0,31,36.0,34.0,34.0,4,1.0,1.0,22.0
10163418,46,39.0,23.0,24.0,20,21.0,34.0,19.0,1,17.0,17.0,18.0,43,49.0,38.0,54.0,36,35.0,35.0,27.0,19,17.0,18.0,28.0,44,48.0,49.0,48.0,18,21.0,13.0,25.0,10,16.0,19.0,18.0,47,44.0,48.0,56.0,22,29.0,25.0,32.0,13,19.0,24.0,22.0,20,42.0,47.0,50.0,27,26.0,19.0,23.0,15,21.0,18.0,17.0,45,48.0,48.0,54.0,24,35.0,36.0,33.0,25,20.0,28.0,28.0
10167078,6,4.0,25.0,28.0,6,7.0,5.0,23.0,5,7.0,7.0,7.0,30,28.0,29.0,32.0,26,6.0,24.0,9.0,16,18.0,8.0,21.0,6,46.0,32.0,9.0,6,7.0,7.0,7.0,5,6.0,21.0,16.0,27,32.0,32.0,35.0,14,26.0,15.0,23.0,8,21.0,8.0,9.0,7,28.0,25.0,15.0,6,18.0,14.0,25.0,5,6.0,8.0,9.0,29,32.0,31.0,35.0,22,7.0,8.0,9.0,8,7.0,8.0,22.0
10167116,6,21.0,30.0,37.0,6,7.0,19.0,12.0,5,7.0,7.0,14.0,25,24.0,17.0,31.0,15,1.0,1.0,23.0,4,1.0,1.0,1.0,6,21.0,14.0,41.0,6,7.0,7.0,22.0,5,6.0,14.0,16.0,15,26.0,26.0,1.0,4,22.0,1.0,21.0,4,4.0,1.0,18.0,7,22.0,15.0,45.0,6,18.0,14.0,13.0,5,6.0,8.0,9.0,16,24.0,18.0,31.0,4,15.0,1.0,1.0,4,1.0,1.0,5.0
10169396,4,1.0,1.0,1.0,4,1.0,1.0,29.0,4,1.0,1.0,1.0,4,4.0,40.0,1.0,4,1.0,31.0,1.0,4,23.0,23.0,5.0,4,4.0,1.0,44.0,1,1.0,1.0,1.0,4,1.0,1.0,5.0,4,4.0,1.0,29.0,4,1.0,33.0,29.0,4,1.0,20.0,5.0,4,1.0,1.0,1.0,1,4.0,1.0,1.0,4,1.0,1.0,1.0,26,5.0,1.0,46.0,4,1.0,32.0,5.0,4,26.0,24.0,1.0
10198121,51,44.0,43.0,38.0,26,25.0,25.0,0.0,11,12.0,21.0,21.0,46,52.0,11.0,33.0,31,18.0,37.0,10.0,26,21.0,22.0,14.0,47,50.0,48.0,45.0,29,26.0,16.0,35.0,21,12.0,16.0,20.0,35,47.0,51.0,53.0,34,16.0,39.0,26.0,23,14.0,12.0,13.0,43,46.0,43.0,34.0,28,25.0,27.0,14.0,11,11.0,20.0,11.0,37,36.0,38.0,11.0,36,38.0,16.0,27.0,26,14.0,13.0,14.0
10202724,0,0.0,4.0,10.0,0,0.0,11.0,4.0,0,0.0,4.0,4.0,0,0.0,12.0,8.0,0,11.0,4.0,4.0,0,0.0,4.0,4.0,0,0.0,4.0,12.0,0,0.0,4.0,11.0,0,0.0,4.0,4.0,0,11.0,12.0,11.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0,0,0.0,11.0,11.0,0,0.0,4.0,10.0,0,0.0,4.0,4.0,11,0.0,12.0,12.0,10,0.0,4.0,4.0,0,0.0,4.0,4.0
10209260,10,48.0,49.0,15.0,11,10.0,15.0,27.0,8,2.0,0.0,22.0,27,35.0,26.0,41.0,23,26.0,22.0,25.0,18,16.0,22.0,15.0,10,22.0,35.0,2.0,10,19.0,16.0,16.0,8,9.0,2.0,3.0,24,28.0,34.0,28.0,20,24.0,23.0,22.0,15,2.0,16.0,20.0,16,33.0,50.0,42.0,17,10.0,0.0,2.0,8,7.0,14.0,13.0,25,26.0,27.0,29.0,19,23.0,23.0,22.0,15,19.0,17.0,20.0
10221622,6,21.0,21.0,13.0,6,7.0,19.0,12.0,5,7.0,7.0,7.0,7,42.0,46.0,49.0,7,37.0,36.0,38.0,7,19.0,19.0,21.0,6,21.0,2.0,5.0,6,7.0,7.0,9.0,5,6.0,14.0,16.0,43,40.0,44.0,46.0,33,38.0,36.0,23.0,19,22.0,25.0,28.0,44,22.0,25.0,15.0,6,18.0,14.0,13.0,5,6.0,8.0,9.0,42,43.0,45.0,50.0,31,36.0,34.0,34.0,20,29.0,16.0,22.0
10229852,21,23.0,13.0,46.0,18,20.0,12.0,10.0,14,10.0,11.0,18.0,52,45.0,58.0,24.0,14,35.0,34.0,40.0,19,10.0,10.0,13.0,23,25.0,44.0,46.0,30,21.0,13.0,13.0,10,15.0,19.0,11.0,45,25.0,46.0,25.0,31,37.0,13.0,33.0,11,21.0,17.0,19.0,19,40.0,12.0,46.0,20,19.0,13.0,12.0,9,10.0,18.0,17.0,55,55.0,24.0,56.0,34,37.0,37.0,20.0,24,28.0,27.0,19.0
10234576,13,14.0,45.0,21.0,13,14.0,14.0,11.0,6,11.0,13.0,12.0,45,14.0,50.0,30.0,12,13.0,13.0,13.0,12,10.0,12.0,13.0,14,19.0,16.0,22.0,16,14.0,13.0,13.0,11,14.0,11.0,11.0,14,13.0,16.0,49.0,31,13.0,38.0,12.0,11,11.0,10.0,12.0,17,40.0,42.0,26.0,14,13.0,13.0,21.0,9,10.0,17.0,11.0,13,13.0,15.0,55.0,14,12.0,13.0,13.0,10,12.0,10.0,13.0
10237401,46,46.0,23.0,24.0,20,21.0,34.0,19.0,8,17.0,11.0,18.0,43,51.0,38.0,56.0,36,35.0,13.0,40.0,19,16.0,14.0,20.0,34,11.0,49.0,48.0,18,21.0,11.0,25.0,10,16.0,19.0,18.0,23,45.0,27.0,17.0,22,29.0,19.0,32.0,18,19.0,10.0,0.0,10,42.0,12.0,50.0,27,26.0,19.0,23.0,8,21.0,12.0,17.0,45,25.0,21.0,54.0,24,35.0,23.0,15.0,25,20.0,14.0,28.0
